highlights	0.017556252993938423
authors	0.0126744414594424
featured	0.009863318558589865
below	0.008600467211272994
nominee	0.008182892010927279
continued	0.0071021239088657545
read	0.0049560899450928975
september	0.004768905309361805
story	0.004543120363432271
debate	0.004390342460900464
stage	0.003974829510733925
bombing	0.003936214088436461
author	0.00378543614745096
cnn	0.00371879024171429
campaign	0.003573672086270816
criticized	0.0034297682818771095
keith	0.0032173890683649376
joe	0.0031254781874287423
oklahoma	0.0030973625055736548
tuesday	0.003053535521161955
fellow	0.0029912418258259666
getty	0.002960008335838197
shown	0.002914543326952215
external	0.0029110391930110553
center	0.0028745120918430003
fires	0.0026557202074464535
community	0.0026459354959011265
monday	0.0025824595268635945
contributed	0.002548332398175547
york	0.002503696534445226
political	0.002463677896302524
arizona	0.002463275551691391
benefit	0.002379831349399866
yahoo	0.0023202587335172933
roughly	0.002283728152853372
university	0.002252080416436214
candidate	0.0022404362947642774
responsibility	0.0022303424819532054
points	0.0022281104546863738
discussed	0.0022170841919357054
clinton	0.0021411369306859763
syrian	0.0021370986888503397
town	0.0021359226850334446
writing	0.002122963487031809
short	0.0021096576252203755
mass	0.0021022557995532777
rhetoric	0.00210003110180922
hillary	0.0020932634873917595
gpe	0.0020829520500052832
source	0.0020610881564095997
purposes	0.0020478516688752454
ventures	0.002005837103265817
black	0.0019966199953624733
particularly	0.0019912137341277377
arpaio	0.0019439171972315751
via	0.0018905903276580712
copyright	0.001885112442545654
absolutely	0.0018803432513724075
key	0.0018696825376443113
pardon	0.0018380815223157656
did	0.001834874988904964
said	0.001833052617722042
young	0.0018284913184410283
presidential	0.0018198024150008177
trump	0.0018163957340372545
date	0.0018090868925370472
endorsed	0.0017911105005743789
held	0.0017463928583821022
responsible	0.001732330170870397
efforts	0.0017116053281309449
pat	0.0017101825171429955
advantage	0.0017067020601819103
debates	0.0016687637131413897
racist	0.0016385447494787037
trial	0.0016142219490574868
concluded	0.0016081703708962017
most	0.0015682214337343222
carolina	0.0015551943685604903
lawman	0.0015529872262478163
eaglerising	0.0015453886786845773
internet	0.0015450467517603682
abc	0.0015414985787381799
26	0.001541177563672443
millions	0.001537736219715382
republican	0.0015135940235993686
offensive	0.001490640079444789
norp	0.0014727831136074636
links	0.0014651907256579158
image	0.001458180272631671
popular	0.0014561971131877216
ill	0.001426808892224785
ahmad	0.001417552349152887
bid	0.0014020205226293145
person	0.001370535428690676
reference	0.0013604249319860429
images	0.0013508648067886244
aleppo	0.0013382244984521036
percent	0.001337409945429491
donald	0.0013048517415831754
sheriff	0.0013042163096514809
danger	0.0012956430553535082
both	0.0012791110857670934
chapters	0.0012752188335699217
says	0.0012563142311244227
world	0.0012450337600956294
khan	0.0012417562117680565
areas	0.0012299760340535976
relationship	0.0012249597574255828
digestible	0.001223474123835237
had	0.00119696648882641
affairs	0.0011764594320592433
charlotte	0.0011740250668782195
sought	0.0011682123907275795
latest	0.0011631027442800847
course	0.001158180706610001
crisis	0.0011572225783654784
demanding	0.0011548530202790672
leader	0.0011518986650395084
sept	0.001149633914879763
including	0.0011495842510137447
cycle	0.0011469656196147731
expressed	0.0011451582258668852
the	0.0011373318283975416
pic	0.001131120304100063
drew	0.0011000772679419211
female	0.0010971730170829422
2011	0.001083587194624056
be	0.0010752059468598066
shooting	0.001074296159666161
lester	0.001072296164326734
called	0.0010672365900858776
policy	0.0010612802693259113
candidates	0.0010556965156412212
minted	0.001050099871757125
shared	0.0010410705289951774
planes	0.0010300249225332534
suggesting	0.0010286391033565172
annual	0.0010239574820098249
fake	0.001022449818770906
former	0.0010199625900748346
org	0.0010174828044603396
committed	0.0009967664853542217
syria	0.0009966377385901776
toughest	0.0009933526173378253
